CODE,TITLE,DATE
RS2,RED SONJA VOL. 2,1983
RS3,RED SONJA VOL. 3,1983-1986
RS:SH,RED SONJA: SCAVENGER HUNT,1995
RSH,RED SHE-HULK,2012-2013
RSKULL,RED SKULL,2015
RSKULLI,RED SKULL INCARNATE,2011-2012
RUN,RUNAWAYS,2003-2004
RUN2,RUNAWAYS VOL. 2,2005-2008
RUN3,RUNAWAYS VOL. 3,2008-2009
RUN4,RUNAWAYS VOL. 4,2015
RUN5,RUNAWAYS VOL. 5,2017-2021
RUNE,RUNE,1994-1995
RUNE2,RUNE VOL. 2,1995-1996
RUNE ∞,RUNE ∞,1995
RUNE/SS,RUNE/SILVER SURFER,1995
RUNE:HOD,RUNE: HEARTS OF DARKNESS,1996
RUNEV.V,RUNE VS. VENOM,1995
RUNSAGA,RUNAWAYS SAGA,2003
RUSTY&FAM,RUSTY & HER FAMILY,1949
RUSTYC,RUSTY COMICS,1947-1949
RW,RED WOLF,1972-1973
RW2,RED WOLF VOL.2,2016
S&L,SHADOWS & LIGHT,1998
SABRE,SABRETOOTH,1993
SABRE2,SABRETOOTH VOL. 2,2004-2005
SABRE&MSTQ,SABRETOOTH & MYSTIQUE,1996-1997
SABRE:BN,SABRETOOTH: BACK TO NATURE,1998
SABRE:MSO,SABRETOOTH: MARY SHELLEY OVERDRIVE,2002
SABRE:RZ,SABRETOOTH: IN THE RED ZONE,1995
SAGAHT,SAGA OF THE ORIGINAL HUMAN TORCH,1990
SAGASUB,SAGA OF THE SUB-MARINER,1988-1989
SAVAXEARES,SAVAGE AXE OF ARES,2010
SAVH,SAVAGE HULK,1996
SAVH2,SAVAGE HULK VOL. 2,2014-2015
SAVSCO,SAVAGE SWORD OF CONAN,1974-1995
SAVSH,SAVAGE SHE-HULK,1980-1982
SAVT,SAVAGE TALES,1971-1975
SAVT2,SAVAGE TALES VOL. 2,1985-1986
SAVW,SAVAGE WOLVERINE,2013-2014
SB,SPEEDBALL,1988-1989
SBKR:BRB,STORMBREAKER: SAGA OF BETA RAY BILL,2005
SBL&FORTUNE,SABLE & FORTUNE,2006
SBOY,SPIDER-BOY,1996
SBOYTU,SPIDER-BOY TEAM-UP,1996
SBRAND,STAR BRAND,1986-1989
SBRAND&NMASK,STARBRAND & NIGHTMASK,2016
SCHI:MOKF,SHANG-CHI: MASTER OF KUNG FU,2002-2003
SCHI:MOKF2,SHANG-CHI: MASTER OF KUNG FU VOL. 2,2009
SCRS,SCARLET SPIDER,1995
SCRS2,SCARLET SPIDER VOL. 2,2012-2014
SCRSS,SCARLET SPIDERS,2015
SCRSU,SCARLET SPIDER UNLIMITED,1995
SCRW,SCARLET WITCH,1994
SCRW2,SCARLET WITCH VOL. 2,2016-2017
SCT,STRANGE COMBAT TALES,1993-1994
SD,STOKER'S DRACULA,2004-2005
SDEMON,SPEED DEMON,1996
SEASBTGS,SEASON'S BEATINGS,2019
SECA,SECRET AVENGERS,2010-2013
SECA2,SECRET AVENGERS VOL. 2,2013-2014
SECA3,SECRET AVENGERS VOL. 3,2014-2015
SECCOM:P,X-MEN SECOND COMING: PREPARE,2010
SECDEF,SECRET DEFENDERS,1993-1995
SECEMP,SECRET EMPIRE,2017
SECEMP:BNW,SECRET EMPIRE: BRAVE NEW WORLD,2017
SECEMP:O,SECRET EMPIRE: OMEGA,2017
SECEMP:UND,SECRET EMPIRE: UNDERGROUND,2017
SECEMP:UNI,SECRET EMPIRE: UNITED,2017
SECEMP:UPR,SECRET EMPIRE: UPRISING,2017
SECHOM,SECRETS OF HOUSE OF M,2005
SECINV,SECRET INVASION,2008-2009
SECINV:ASM,SECRET INVASION: AMAZING SPIDER-MAN,2008
SECINV:DC,SECRET INVASION: DIRECTORS CUT,2008
SECINV:DR,SECRET INVASION: DARK REIGN,2009
SECINV:FF,SECRET INVASION: FANTASTIC FOUR,2008
SECINV:FL,SECRET INVASION: FRONT LINE,2008-2009
SECINV:HI,SECRET INVASION: HOME INVASION,2009
SECINV:INHS,SECRET INVASION: INHUMANS,2008-2009
SECINV:REQ,SECRET INVASION: REQUIEM,2009
SECINV:RUN/YA,SECRET INVASION: RUNAWAYS/YOUNG AVENGERS,2008
SECINV:T,SECRET INVASION: THOR,2008
SECINV:WHO?,SECRET INVASION: WHO DO YOU TRUST?,2008
SECINV:WOK,SECRET INVASION: WAR OF KINGS,2009
SECINV:X,SECRET INVASION: X-MEN,2008-2009
SECINVA:BRB,SECRET INVASION AFTERMATH: BETA RAY BILL,2009
SECINVSAGA,SECRET INVASION SAGA,2008
SECWAR,SECRET WAR,2004-2005
SECWAR:FNF,SECRET WAR: FROM THE FILES OF NICK FURY,2005
SECWARR,SECRET WARRIORS,2009-2011
SECWARR2,SECRET WARRIORS VOL. 2,2017-2018
SECWARS,SECRET WARS,2015-2016
SECWARS:AOATLAS,SECRET WARS: AGENTS OF ATLAS,2015
SECWARS:BWORLD,SECRET WARS: BATTLEWORLD,2015
SECWARS:SECL,SECRET WARS: SECRET LOVE,2015
SECWARS2099,SECRET WARS 2099,2015
SECWARSII,SECRET WARS II,1985-1986
SECWARSJ,SECRET WARS JOURNAL,2015
SECWARSTOO,SECRET WARS TOO,2016
SEEKER3000,SEEKER 3000,1998
SENSH,SENSATIONAL SHE-HULK,1989-1994
SENSM,SENSATIONAL SPIDER-MAN,"1996-1998, 2012"
SENSM2,SENSATIONAL SPIDER-MAN VOL. 2,2006-2007
SENTINEL,SENTINEL,2003-2004
SENTINEL2,SENTINEL VOL. 2,2006
SENTRY,SENTRY,2000-2001
SENTRY2,SENTRY VOL. 2,2005-2006
SENTRY3,SENTRY VOL. 3,2018
SENTRY/FF,SENTRY/FANTASTIC FOUR,2001
SENTRY/H,SENTRY/HULK,2001
SENTRY/SM,SENTRY/SPIDER-MAN,2001
SENTRY/VOID,SENTRY/VOID,2001
SENTRY/X,SENTRY/X-MEN,2001
SENTRY:FS,SENTRY: FALLEN SUN,2010
SEX,SPECIAL EDITION: X-MEN,1983
SFIRE,SPITFIRE,2010
SFIRE&TRBL,SPITFIRE & THE TROUBLESHOOTERS,1986-1987
SFOR,SPIDER-FORCE,2018-2019
SG,SPIDER-GIRL,1998-2006
SG2,SPIDER-GIRL VOL. 2,2011
SG:END,SPIDER-GIRL: END,2010
SGEDDON,SPIDER-GEDDON,2018-2019
SGIRLS,SPIDER-GIRLS,2018-2019
SGTF,SGT. FURY & HIS HOWLIN' COMMANDOS,1963-1981
SGTF2,SGT. FURY & HIS HOWLIN' COMMANDOS VOL. 2,2009
SGWEN,SPIDER-GWEN,2015
SGWEN2,SPIDER-GWEN VOL. 2,2015-2018
SGWEN:G-S,SPIDER-GWEN: GHOST-SPIDER,2018-2019
SH,SHE-HULK,2004-2005
SH2,SHE-HULK VOL. 2,2005-2009
SH3,SHE-HULK VOL. 3,2014-2015
SH:C,SHE-HULK: CEREMONY,1989
SH:CC,SHE-HULK: COSMIC COLLISION,2009
SHAM25A,SPIDER-HAM 25TH ANNIVERSARY SPECIAL,2010
SHDWL,SHADOWLAND,2010-2011
SHDWL:AF,SHADOWLAND: AFTER THE FALL,2011
SHDWL:BOS,SHADOWLAND: BLOOD ON THE STREETS,2010-2011
SHDWL:BULL,SHADOWLAND: BULLSEYE,2010
SHDWL:DSHDW,SHADOWLAND: DAUGHTERS OF THE SHADOW,2010
SHDWL:EL,SHADOWLAND: ELEKTRA,2010
SHDWL:GR,SHADOWLAND: GHOST RIDER,2010
SHDWL:MK,SHADOWLAND: MOON KNIGHT,2010
SHDWL:PM,SHADOWLAND: POWER MAN,2010-2011
SHDWL:SM,SHADOWLAND: SPIDER-MAN,2010
SHDWM,SHADOWMASTERS,1989-1990
SHDWR,SHADOW RIDERS,1993
SHIELD,S.H.I.E.L.D.,2010-2011
SHIELD2,S.H.I.E.L.D. VOL. 2,2011-2012
SHIELD3,S.H.I.E.L.D. VOL. 3,2015-2016
SHIELD50C,S.H.I.E.L.D. 50TH ANNIVERSARY: CAVALRY,2016
SHIELD50F,S.H.I.E.L.D. 50TH ANNIVERSARY: FURY,2016
SHIELD50M,S.H.I.E.L.D. 50TH ANNIVERSARY: MOCKINGBIRD,2016
SHIELD ∞,S.H.I.E.L.D. ∞,2011
SHOWAR,SHOGUN WARRIORS,1979-1980
SHROUD,SHROUD,1994
SHS,SHE-HULKS,2011
SHSEN,SHE-HULK SENSATIONAL,2010
SHURI,SHURI,2018-2019
SI,SPIDER-ISLAND,2015
SI:A,SPIDER-ISLAND: AVENGERS,2011
SI:CAD,SPIDER-ISLAND: CLOAK AND DAGGER,2011
SI:DF,SPIDER-ISLAND: DEADLY FOES,2011
SI:DHKF,SPIDER-ISLAND: DEADLY HANDS OF KUNG FU,2011
SI:EEJ&HOBG,SPIDER-ISLAND: EMERGENCE OF EVIL - JACKAL & HOBGOBLIN,2011
SI:HFH,SPIDER-ISLAND: HEROES FOR HIRE,2011
SI:I♥NYC,SPIDER-ISLAND: I LOVE NEW YORK CITY,2011
SI:SG,SPIDER-ISLAND: SPIDER-GIRL,2011
SI:SW,SPIDER-ISLAND: SPIDER-WOMAN,2011
SIEGE,SIEGE,2010
SIEGE2,SIEGE VOL. 2,2015
SIEGE:CA,SIEGE: CAPTAIN AMERICA,2010
SIEGE:CABAL,SIEGE: CABAL,2010
SIEGE:EMB,SIEGE: EMBEDDED,2010
SIEGE:LOKI,SIEGE: LOKI,2010
SIEGE:SECWARR,SIEGE: SECRET WARRIORS,2010
SIEGE:SM,SIEGE: SPIDER-MAN,2010
SIEGE:YA,SIEGE: YOUNG AVENGERS,2010
SIF,SIF,2010
SILK,SILK,2015
SILK2,SILK VOL. 2,2016-2017
SILWAR,SILENT WAR,2007
SIREN,SIREN,1995
SIREN ∞,SIREN ∞,1995
SIREN SPEC,SIREN SPECIAL,1996
SIXGUNS,SIX GUNS,2012
SJAM,STARJAMMERS,1995-1996
SJAM2,STARJAMMERS VOL. 2,2004-2005
SJNS,SUBURBAN JERSEY NINJA SHE-DEVILS,1991
SK,SPACEKNIGHTS,2000-2001
SKAAR:KSL,SKAAR: KING OF THE SAVAGE LAND,2011
SKAAR:SOH,SKAAR: SON OF HULK,2008-2010
SKAAR:SWS,SKAAR SON OF HULK: SAVAGE WORLD OF SAKAAR,2008
SKANE,SOLOMON KANE,1985-1986
SKK,SKRULL KILL KREW,1995-1996
SKK2,SKRULL KILL KREW VOL. 2,2009
SKLSLR,SKULL THE SLAYER,1975-1976
SKRULLS,SKRULLS!,2008
SKRULLSV.PP,SKRULLS VS. POWER PACK,2008
SL,SLINGERS,1998-1999
SL:DUSK,SLINGERS: DUSK,1998
SL:HRNT,SLINGERS: HORNET,1998
SL:PROD,SLINGERS: PRODIGY,1998
SL:RICO,SLINGERS: RICOCHET,1998
SLAP,SLAPSTICK,1992-1993
SLAP2,SLAPSTICK VOL. 2,2017
SLEEP,SLEEPWALKER,1991-1994
SLEEP HSPEC,SLEEPWALKER HOLIDAY SPECIAL,1993
SLORD,STAR-LORD,2016
SLORD2,STAR-LORD VOL. 2,2017
SLORD&KPRY,STAR-LORD & KITTY PRYDE,2015
SLORD:SE,STAR-LORD: SPECIAL EDITION,1982
SLUDGE,SLUDGE,1993-1994
SLUDGE:RX,SLUDGE: RED X-MAS,1994
SM,SPIDER-MAN,1990-1998
SM2,SPIDER-MAN VOL. 2,2016-2018
SM HSPEC,SPIDER-MAN HOLIDAY SPECIAL,1995
SM SSPEC,SPIDER-MAN SUPER SPECIAL,1995
SM&ARANA:HR,SPIDER-MAN & ARANA: HUNTER REVEALED,2006
SM&BATMAN,SPIDER-MAN & BATMAN,1995
SM&FF,SPIDER-MAN & FANTASTIC FOUR,2007
SM&FF2,SPIDER-MAN & FANTASTIC FOUR VOL. 2,2010
SM&HAF,SPIDER-MAN & HIS AMAZING FRIENDS,1981
SM&HT:BDLM,SPIDER-MAN & HUMAN TORCH: BAHIA DE LOS MUERTOS,2009
SM&JL,SPIDER-MAN & JAY LENO,
SM&PP,SPIDER-MAN & POWER PACK,2007
SM&W,SPIDER-MAN & WOLVERINE,2003
SM&X,SPIDER-MAN & THE X-MEN,2015
SM/BADROCK,SPIDER-MAN/BADROCK,1998
SM/BCAT:EVIL,SPIDER-MAN/BLACK CAT: EVIL THAT MEN DO,2002-2006
SM/DD,SPIDER-MAN/DAREDEVIL,2002
SM/DO:NE,SPIDER-MAN/DOCTOR OCTOPUS: NEGATIVE EXPOSURE,2003-2004
SM/DO:OOR,SPIDER-MAN/DOCTOR OCTOPUS: OUT OF REACH,2004
SM/DP,SPIDER-MAN/DEADPOOL,2016-2019
SM/DP 1.MU,SPIDER-MAN/DEADPOOL 1.MU,2017
SM/DS:WDD,SPIDER-MAN/DOCTOR STRANGE: WAY TO DUSTY DEATH,1992
SM/GEN13,SPIDER-MAN/GEN 13,1996
SM/HT,SPIDER-MAN/HUMAN TORCH,2005
SM/K:TD,SPIDER-MAN/KINGPIN: TO THE DEATH,1997
SM/MARROW,SPIDER-MAN/MARROW,2001
SM/P/SABRE:DG,SPIDER-MAN/PUNISHER/SABRETOOTH: DESIGNER GENES,1993
SM/P:FP,SPIDER-MAN/PUNISHER: FAMILY PLOT,1996
SM/RS,SPIDER-MAN/RED SONJA,2007-2008
SM/STORM/PM,"SPIDER-MAN, STORM & POWER-MAN",1982
SM/XF:SG,SPIDER-MAN/X-FACTOR: SHADOW GAMES,1994
SM:AP,SPIDER-MAN: ARACHNIS PROJECT,1994-1995
SM:BBRAO,SPIDER-MAN: BLACK & BLUE & READ ALL OVER,2006
SM:BLUE,SPIDER-MAN: BLUE,2002-2003
SM:BREAK,SPIDER-MAN: BREAKOUT,2005
SM:CJ,SPIDER-MAN: CLONE JOURNAL,1995
SM:D&D,SPIDER-MAN: DEATH & DESTINY,2000
SM:DMH,SPIDER-MAN: DEAD MAN'S HAND,1997
SM:FA,SPIDER-MAN: FINAL ADVENTURE,1995-1996
SM:FEVER,SPIDER-MAN: FEVER,2010
SM:FI,SPIDER-MAN: FEAR ITSELF,1992
SM:FO,SPIDER-MAN: FUNERAL FOR AN OCTOPUS,1995
SM:HOBGL,SPIDER-MAN: HOBGOBLIN LIVES,1997
SM:HOM,SPIDER-MAN: HOUSE OF M,2005
SM:INDIA,SPIDER-MAN: INDIA,2005
SM:JF,SPIDER-MAN: JACKAL FILES,1995
SM:L,SPIDER-MAN: LIFELINE,2001
SM:LOE,SPIDER-MAN: LEGACY OF EVIL,1996
SM:LSC,SPIDER-MAN: LEGEND OF THE SPIDER-CLAN,2002-2003
SM:LY,SPIDER-MAN: LOST YEARS,1995
SM:MA,SPIDER-MAN: MUTANT AGENDA,1994
SM:MANGA,SPIDER-MAN: THE MANGA,1997-1999
SM:MAXCA,SPIDER-MAN: MAXIMUM CLONAGE ALPHA,1995
SM:MAXCO,SPIDER-MAN: MAXIMUM CLONAGE OMEGA,1995
SM:MM,SPIDER-MAN: MYSTERIO MANIFESTO,2001
SM:MP,SPIDER-MAN: MASTER PLAN,2017
SM:OSBORNJ,SPIDER-MAN: OSBORN JOURNAL,1997
SM:PT,SPIDER-MAN: POWER OF TERROR,1995
SM:PY,SPIDER-MAN: PARKER YEARS,1995
SM:QL,SPIDER-MAN: QUALITY OF LIFE,2002
SM:R,SPIDER-MAN: REDEMPTION,1996
SM:REIGN,SPIDER-MAN: REIGN,2007
SM:REVELATIONS,SPIDER-MAN: REVELATIONS TPB,1997
SM:RGG,SPIDER-MAN: REVENGE OF THE GREEN GOBLIN,2000
SM:SC,SPIDER-MAN: SWEET CHARITY,2002
SM:VA,SPIDER-MAN: VENOM AGENDA,1998
SM:WD,SPIDER-MAN: WEB OF DOOM,1994
SM:WGP,SPIDER-MAN: WITH GREAT POWER,2008
SM2099,SPIDER-MAN 2099,1992-1996
SM2099 SPEC,SPIDER-MAN 2099 SPECIAL,1995
SM2099SM,SPIDER-MAN 2099 MEETS SPIDER-MAN,1995
SM2099V2,SPIDER-MAN 2099 VOL. 2,2014-2015
SM2099V3,SPIDER-MAN 2099 VOL. 3,2015-2017
SMASH,SMASH!,
SMEN,SPIDER-MEN,2012
SMENII,SPIDER-MEN II,2017-2018
SMF,SPIDER-MAN FAMILY,2005
SMF2,SPIDER-MAN FAMILY VOL. 2,2007-2008
SMF:AF,SPIDER-MAN FAMILY: AMAZING FRIENDS,2006
SMFFSC,SPIDER-MAN FAMILY FEATURING SPIDER-CLAN,2006
SMFT,SPIDER-MAN FAIRY TALES,2007
SMMM,SPIDER-MAN MADE MEN,1998
SMNOIR,SPIDER-MAN NOIR,2009
SMNOIR:EYES,SPIDER-MAN NOIR: EYES WITHOUT A FACE,2010
SMSE:TV,SPIDER-MAN SPECIAL EDITION: TRIAL OF VENOM,1992
SMTGLW,SPIDER-MAN'S TANGLED WEB,2001-2003
SMTU,SPIDER-MAN TEAM-UP,1995-1997
SMU,SPIDER-MAN UNLIMITED,1993-1998
SMU2,SPIDER-MAN UNLIMITED VOL. 2,1999-2000
SMU3,SPIDER-MAN UNLIMITED VOL. 3,2004-2006
SMV.V,SPIDER-MAN VS. VAMPIRES,2010
SMV.W,SPIDER-MAN VS. WOLVERINE,1987
SOH,SON OF HULK,2009-2010
SOLITAIRE,SOLITAIRE,1993-1994
SOLO,SOLO,1994
SOLO2,SOLO VOL. 2,2016-2017
SOLOA,SOLO AVENGERS,1987-1989
SOLUTION,SOLUTION,1993-1994
SOLX,SOLDIER X,2002-2003
SOM,SON OF M,2006
SOS,SON OF SATAN,1975-1977
SOV,GHOST RIDER/BLAZE: SPIRITS OF VENGEANCE,1992-1994
SOV2,SPIRITS OF VENGEANCE VOL. 2,2017-2018
SOVSSOLS,SOVIET SUPER SOLDIERS,1992
SP,SUPREME POWER,2003-2005
SP2,SUPREME POWER VOL. 2,2011
SP:HYP,SUPREME POWER:HYPERION,2005-2006
SP:NHAWK,SUPREME POWER:NIGHTHAWK,2005-2006
SPECM/E,SPECIAL MARVEL EDITION,1971-1974
SPELL,SPELLBOUND,1952-1957
SPELL2,SPELLBOUND VOL. 2,1988
SPELLB,SPELLBINDERS,2004-2005
SPIDEY,SPIDEY,2001
SPIDEY2,SPIDEY VOL. 2,2016-2017
SPIDEY&MM/,SPIDEY & THE MINI-MARVELS,2003
SPIDEY:SO,SPIDEY: SCHOOL'S OUT,2018
SQS,SQUADRON SUPREME,1985-1986
SQS2,SQUADRON SUPREME VOL. 2,2006
SQS3,SQUADRON SUPREME VOL. 3,2008-2009
SQS4,SQUADRON SUPREME VOL. 4,2016-2017
SQS:HYPV.NHAWK,SQUADRON SUPREME: HYPERION VS. NIGHTHAWK,2007
SQS:NWO,SQUADRON SUPREME: NEW WORLD ORDER,1998
SQSIN,SQUADRON SINISTER,2015-2016
SRSTAR,SHATTERSTAR,2018-2019
SR:SSOL,STEVE ROGERS: SUPER SOLDIER,2010
SS,SILVER SURFER,1968-1970
SS2,SILVER SURFER VOL. 2,1982
SS3,SILVER SURFER VOL. 3,1987-1998
SS4,SILVER SURFER VOL. 4,2003-2004
SS5,SILVER SURFER VOL. 5,2011
SS6,SILVER SURFER VOL. 6,2014-2016
SS7,SILVER SURFER VOL. 7,2016-2017
SS/RUNE,SILVER SURFER/RUNE,1995
SS/SUPERMAN,SILVER SURFER/SUPERMAN,1996
SS/T,SILVER SURFER/THOR,1998
SS/WEAPON0,SILVER SURFER/WEAPON 0,1997
SS/WITCHBLADE,SILVER SURFER/WITCHBLADE,1997
SS/WLOCK:R,SILVER SURFER/WARLOCK: RESURRECTION,1993
SS: HOMECOMING,SILVER SURFER: HOMECOMING,1991
SS:BD,SILVER SURFER: THE BEST DEFENSE,2019
SS:DA,SILVER SURFER: DANGEROUS ARTIFACTS,1996
SS:ITN,SILVER SURFER: IN THY NAME,2008
SS:P,SILVER SURFER: PARABLE,1988-1989
SSBL&WP,SILVER SABLE & THE WILD PACK,1992-1995
SSCRS,SPECTACULAR SCARLET SPIDER,1995
SSD,SHANNA THE SHE-DEVIL,1972-1973
SSG,SPECTACULAR SPIDER-GIRL,2010
SSGN,SILVER SURFER GRAPHIC NOVEL,1978
SSM,SPECTACULAR SPIDER-MAN,1988-1998
SSM2,SPECTACULAR SPIDER-MAN VOL. 2,2003-2005
SSM SSPEC,SPECTACULAR SPIDER-MAN SUPER SPECIAL,1995
SSMMAG,SPECTACULAR SPIDER-MAN MAGAZINE,1968
SSOL,SUPER-SOLDIER,1996
SSOL:MWAR,SUPER-SOLDIER: MAN OF WAR,1996
SSOLS,SUPERSOLDIERS,1993
SSONE,SENTINEL SQUAD O*N*E,2006
ST,STRANGE TALES,1951-1976
ST2,STRANGE TALES VOL. 2,1987-1988
ST3,STRANGE TALES VOL. 3,1994
ST4,STRANGE TALES VOL. 4,1998
ST:DC,STRANGE TALES: DARK CORNERS,1998
STAN/DS,STAN LEE MEETS DOCTOR STRANGE,2006
STAN/SM,STAN LEE MEETS SPIDER-MAN,2006
STARBLAST,STARBLAST,1994
STARLORD,STARLORD,1996
STARMAS,STAR MASTERS,1995-1996
STGEORGE,ST. GEORGE,1988-1989
STLTNRKRS,STEELTOWN ROCKERS,1990
STORM,STORM,1996
STORM2,STORM VOL. 2,2006
STORM3,STORM VOL. 3,2014-2015
STRANGE2,STRANGE VOL. 2,2010
STRANGERS,STRANGERS,1993-1995
STRONG,STRONG GUY REBORN,1997
STRTLS:TG,STARTLING STORIES: THE THING,2003
STRYFE,STRYFE'S STRIKE FILE,1993
SUB,SUB-MARINER,1968-1974
SUB2,SUB-MARINER VOL. 2,2007-2008
SUBC,SUB-MARINER COMICS,1941-1955
SUBC70A,SUB-MARINER COMICS 70TH ANNIVERSARY SPECIAL,2009
SUCRNG,SUPERIOR CARNAGE,2013-2014
SUFSM,SUPERIOR FOES OF SPIDER-MAN,2013-2015
SUIM,SUPERIOR IRON MAN,2015
SUNF&BH6,SUNFIRE & BIG HERO 6,1998
SUOCT,SUPERIOR OCTOPUS,2018
SUPER MYSTERY3,SUPER MYSTERY VOL. 3,1942-1943
SUPER MYSTERY4,SUPER MYSTERY VOL. 4,1944-1945
SUPERMAN/FF,SUPERMAN/FANTASTIC FOUR,1999
SUPERMANV.ASM,SUPERMAN VS. AMAZING SPIDER-MAN,1976
SUPSM&CB,SUPER SPIDER-MAN & CAPTAIN BRITAIN (British Comic),1977
SUPTHR,SUPERNATURAL THRILLERS,1972-1975
SURVIVE,SURVIVE!,2014
SUSM,SUPERIOR SPIDER-MAN,2013-2014
SUSM2,SUPERIOR SPIDER-MAN VOL. 2,2019
SUSM 6AU,SUPERIOR SPIDER-MAN 6AU,2013
SUSMTU,SUPERIOR SPIDER-MAN TEAM-UP,2013-2014
SUSMTU SPEC,SUPERIOR SPIDER-MAN TEAM-UP SPECIAL,2013
SUSPENSE,SUSPENSE,1949-1953
SVC,SUPER-VILLAIN CLASSICS,1983
SVERSE,SPIDER-VERSE,2015
SVERSE2,SPIDER-VERSE VOL. 2,2015
SVERSETU,SPIDER-VERSE TEAM-UP,2015
SVTU,SUPER-VILLAIN TEAM-UP,1975-1980
SVTU:MODOK,SUPER-VILLAIN TEAM-UP: MODOK'S 11,2007-2008
SW,SPIDER-WOMAN,1978-1983
SW2,SPIDER-WOMAN VOL. 2,1993-1994
SW3,SPIDER-WOMAN VOL. 3,1999-2000
SW4,SPIDER-WOMAN VOL. 4,2009-2010
SW5,SPIDER-WOMAN VOL. 5,2015
SW6,SPIDER-WOMAN VOL. 6,2016-2017
SWARPS:ARAK,SECRET WARPS: ARACHKNIGHT,2019
SWARPS:GP,SECRET WARPS: GHOST PANTHER,2019
SWARPS:IHMR,SECRET WARPS: IRON HAMMER,2019
SWARPS:SOLS,SECRET WARPS: SOLDIER SUPREME,2019
SWARPS:WHEX,SECRET WARPS: WEAPON HEX,2019
SWMEN:A,SPIDER-WOMEN: ALPHA,2016
SWMEN:O,SPIDER-WOMEN: OMEGA,2016
SWORD,SWORD,2010
T,THOR,"1966-1996, 2009-2011"
T2,THOR VOL. 2,1998-2004
T3,THOR VOL. 3,2006-2009
T4,THOR VOL. 4,2014-2015
T5,THOR VOL. 5,2018-2019
T&WF,THOR & THE WARRIORS FOUR,2010
T:AGES,THOR: AGES OF THUNDER,2008
T:BO,THOR: BLOOD OATH,2005-2006
T:DEVIANTS,THOR: DEVIANTS SAGA,2012
T:FINALE,THOR: FINALE,2010
T:G,THOR: GODSTORM,2001-2002
T:GOT,THOR: GOD OF THUNDER,2012-2014
T:H&E,THOR: HEAVEN & EARTH,2011
T:LEGEND,THOR: LEGEND,1996
T:MAN,THOR: MAN OF WAR,2009
T:RAGE,THOR: RAGE OF THOR,2010
T:REIGN,THOR: REIGN OF BLOOD,2008
T:SOA,THOR: SON OF ASGARD,2004-2005
T:TOH,THOR: TRUTH OF HISTORY,2008
T:TRIAL,THOR: TRIAL OF THOR,2009
T:V,THOR: VIKINGS,2003-2004
T:WOLVES,THOR: WOLVES OF THE NORTH,2011
T:WWTFG,THOR: WHERE WALK THE FROST GIANTS,2017
TA,TEAM AMERICA,1982-1983
TACO:A,TACO BELL: AVENGERS,2009
TACO:CA,TACO BELL: CAPTAIN AMERICA,2009
TACO:FF,TACO BELL: FANTASTIC FOUR,2009
TACO:T,TACO BELL: THOR,2009
TAH,TOTALLY AWESOME HULK,2016-2017
TAH 1.MU,TOTALLY AWESOME HULK 1.MU,2017
TASK,TASKMASTER,2002
TASK2,TASKMASTER VOL. 2,2010-2011
TB,THUNDERBOLTS,"1997-2003, 2006-2012"
TB2,THUNDERBOLTS VOL. 2,2013-2014
TB3,THUNDERBOLTS VOL. 3,2016-2017
TB:BP,THUNDERBOLTS: BREAKING POINT,2008
TB:DM,THUNDERBOLTS: DESPERATE MEASURES,2007
TB:II,THUNDERBOLTS: INTERNATIONAL INCIDENT,2008
TB:LS,THUNDERBOLTS: LIFE SENTENCES,2001
TB:RM,THUNDERBOLTS: REASON IN MADNESS,2008
TBP:ZBB,THUNDERBOLTS PRESENTS: ZEMO - BORN BETTER,2007
TCMPLTM,TRUE COMPLETE MYSTERY,1949
TCORPS,THOR CORPS,1993
TEENC,TEEN COMICS,1947-1950
TER,"TERROR, INC.",1992-1993
TESSIET,TESSIE THE TYPIST,1944-1949
TEXK,TEXAS KID,1951-1952
TG,THING,1983-1986
TG2,THING VOL. 2,2006
TG&SH:LN,THING & SHE-HULK: LONG NIGHT,2002
TG:FREAK,THING: FREAKSHOW,2002
TG-S,THOR GOD-SIZE,2009
TGK,TWO-GUN KID,1948-1977
TGK:SR,TWO-GUN KID: SUNSET RIDERS,1995
TGLW,TANGLED WEB,2001
TGW,TWO-GUN WESTERN,1950-1952
TGWNMAG2,TWO-GUN WESTERN NOVELS MAGAZINE VOL.,
THANOS,THANOS,2003-2004
THANOS2,THANOS VOL. 2,2017-2018
THANOS3,THANOS VOL. 3,2019
THANOS:AGUTL,THANOS: A GOD UP THERE LISTENING,2014
THANOSIMP,THANOS IMPERATIVE,2010-2011
THANOSIMPDEV,THANOS IMPERATIVE DEVASTATION,2011
THANOSIMPIGN,THANOS IMPERATIVE IGNITION,2010
THANOSIREL,THANOS INFINITY RELATIVITY,2015
THANOSIREV,THANOS INFINITY REVELATION,2014
THANOSLEG,THANOS LEGACY,2018
THANOSQ,THANOS QUEST,1990
THANOSR,THANOS RISING,2013
THANOSV.H,THANOS VS. HULK,2015
THORION,THORION OF THE NEW ASGODS,1996
TIGRA,TIGRA,2002
TIME:2099,TIMESTORM: 2009-2099,2009
TIME:2099SM,TIMESTORM: 2009-2099 SPIDER-MAN,2009
TIME:2099X,TIMESTORM: 2009-2099 X-MEN,2009
TKIDSQC,TOUGH KID SQUAD COMICS,1942
TM/:BB,TALES OF THE MARVELS: BLOCKBUSTER,1995
TM/:ID,TALES OF THE MARVELS: INNER DEMONS,1995
